1729812172.1782951,2955
1729812172.1866202,2967
1729812172.1990244,2992
1729812172.207586,2977
1729812172.215978,2989
1729812172.2243097,2990
1729812172.2323823,2960
1729812172.2489028,2983
1729812172.257306,2999
1729812172.2653801,2993
1729812172.2733366,3007
1729812172.2817078,3067
1729812172.2989755,3751
1729812172.3074157,3004
1729812172.3154974,2986
1729812172.3238108,2980
1729812172.3318334,3264
1729812172.3482492,3023
1729812172.356778,3043
1729812172.3650484,3806
1729812172.373417,3785
1729812172.3894804,3858
1729812172.398911,4597
1729812172.4074416,3121
1729812172.4159157,2983
1729812172.4239905,3013
1729812172.4322002,2983
1729812172.4488213,2988
1729812172.4572525,2998
1729812172.4655988,2993
1729812172.4740455,2988
1729812172.482581,4050
1729812172.49903,2974
1729812172.5075061,3152
1729812172.5158732,2964
1729812172.523948,2958
1729812172.532149,2994
1729812172.5485888,3015
1729812172.5569015,4457
1729812172.5652952,2976
1729812172.5733473,3236
1729812172.5896537,3001
1729812172.5992236,2998
1729812172.607578,3075
1729812172.6159923,3380
1729812172.6240654,2978
1729812172.6323025,3004
1729812172.6487072,2997
1729812172.6571882,2994
1729812172.665548,2978
1729812172.673582,3022
1729812172.6816325,3006
1729812172.6980522,3025
1729812172.7083764,2989
1729812172.716704,3004
1729812172.7251532,3031
1729812172.7331789,3018
1729812172.7411745,2993
1729812172.75773,3678
1729812172.7662597,2975
1729812172.7746353,3001
1729812172.7894902,3038
1729812172.7995853,3029
1729812172.808065,2986
1729812172.816573,3015
1729812172.824659,2982
1729812172.8330374,3051
1729812172.8494844,2989
1729812172.8578973,3017
1729812172.8661718,2988
1729812172.8742473,3001
1729812172.882244,3031
1729812172.8985076,2997
1729812172.9079735,3003
1729812172.9165933,2988
1729812172.924675,3015
1729812172.9330971,4011
1729812172.9464731,2983
1729812172.9545565,2978
1729812172.9625733,3011
1729812172.9789994,3007
1729812172.987061,5009
1729812172.9994721,3020
1729812173.0078645,3016
1729812173.0163264,2973
1729812173.0243993,2992
1729812173.0323877,2962
1729812173.0488458,2975
1729812173.057167,2968
1729812173.0654192,3145
1729812173.0738945,3025
1729812173.0819757,3014
1729812173.0994706,2982
1729812173.1080186,2988
1729812173.1167562,3002
1729812173.1251676,2988
1729812173.1332464,2989
1729812173.1499197,3030
1729812173.159535,2971
1729812173.1685457,3394
1729812173.1770637,2980
1729812173.1850996,2994
1729812173.1997304,3011
1729812173.20778,3011
1729812173.2163937,3005
1729812173.2244678,3268
1729812173.232876,3086
1729812173.248717,2995
1729812173.2589283,2974
1729812173.2673237,3020
1729812173.2754178,3450
1729812173.2837682,2975
1729812173.2998421,4445
1729812173.308116,2985
1729812173.3165052,2974
1729812173.324587,2986
1729812173.3329408,3019
1729812173.3493934,3012
1729812173.3578293,3049
1729812173.3662918,2987
1729812173.3743808,3022
1729812173.3823662,2975
1729812173.398784,2969
1729812173.4090357,3035
1729812173.4175274,3047
1729812173.4259224,2987
1729812173.433995,2986
1729812173.449965,3037
1729812173.4584024,2995
1729812173.467016,3006
1729812173.4754834,3444
1729812173.4838734,2985
1729812173.4923193,3017
1729812173.5087886,3009
1729812173.5172975,3011
1729812173.525375,3002
1729812173.5333703,2997
1729812173.5497532,3060
1729812173.5582461,2975
1729812173.5667336,4495
1729812173.5748112,2978
1729812173.5831969,2977
1729812173.5992873,2981
1729812173.6076758,2970
1729812173.616155,3026
1729812173.6242316,2997
1729812173.6323998,2976
1729812173.648771,2997
1729812173.657205,3758
1729812173.665646,2962
1729812173.6780665,3001
1729812173.6901023,4813
1729812173.6985817,2984
1729812173.707439,3192
1729812173.7159297,3431
1729812173.7242012,3032
1729812173.7326555,2984
1729812173.7491128,2998
1729812173.757501,3015
1729812173.7655745,3046
1729812173.7739735,3003
1729812173.7904685,4402
1729812173.7990224,3028
1729812173.8074622,2983
1729812173.8159764,3007
1729812173.8244,3016
1729812173.8324714,3024
1729812173.8491845,2997
1729812173.8576546,2989
1729812173.8660436,2987
1729812173.8744578,3032
1729812173.882535,3044
1729812173.8990548,3000
1729812173.9074,3044
1729812173.9154806,2985
1729812173.923871,3141
1729812173.931909,3003
1729812173.9486256,3032
1729812173.958512,3007
1729812173.969177,3016
1729812173.9776442,3039
1729812173.985747,3011
1729812173.993917,4147
1729812174.0019138,2970
1729812174.0182056,3011
1729812174.026611,2976
1729812174.0346625,3001
1729812174.0431693,3763
1729812174.0595696,2986
1729812174.0680795,2999
1729812174.07645,4221
1729812174.0849357,3017
1729812174.093009,3028
1729812174.1099331,3008
1729812174.11821,3049
1729812174.12663,2992
1729812174.1392074,3015
1729812174.1488361,2991
1729812174.1572957,2998
1729812174.1658275,3014
1729812174.1742342,2986
1729812174.187949,3014
1729812174.192163,2994
1729812174.2091806,2989
1729812174.2181938,3009
1729812174.2266674,2997
1729812174.2346952,3165
1729812174.2506926,2981
1729812174.2591512,3033
1729812174.2677066,3002
1729812174.2762272,3116
1729812174.2847214,3014
1729812174.293234,3041
1729812174.3097148,2981
1729812174.318377,2969
1729812174.3234804,3038
1729812174.3395538,2982
1729812174.3480263,3050
1729812174.356441,3029
1729812174.3645146,3009
1729812174.372519,2986
1729812174.3888083,2961
1729812174.3974605,3018
1729812174.4104834,5357
1729812174.4184973,3027
1729812174.427052,3027
1729812174.43505,3025
1729812174.4435716,2999
1729812174.4596367,3013
1729812174.4681385,3251
1729812174.4767823,2981
1729812174.4851315,3266
1729812174.4932106,3003
1729812174.5095453,4928
1729812174.5181954,3002
1729812174.5262733,3020
1729812174.5347254,3499
1729812174.5431821,3024
1729812174.5591996,3072
1729812174.5677958,3006
1729812174.5758698,3003
1729812174.5843272,2989
1729812174.5924041,3340
1729812174.608797,2989
1729812174.6178305,3001
1729812174.6259198,3002
1729812174.6343045,3026
1729812174.650356,3901
1729812174.6588213,3005
1729812174.6675236,3002
1729812174.6759725,2993
1729812174.6844566,3008
1729812174.6973646,3007
1729812174.7096171,3030
1729812174.718022,3024
1729812174.7264297,3009
1729812174.7349353,3001
1729812174.7430115,3002
1729812174.7593129,3001
1729812174.7676742,2976
1729812174.7761495,3027
1729812174.78463,3022
1729812174.7927036,3030
1729812174.8091197,3019
1729812174.8182316,3036
1729812174.8266885,2996
1729812174.8350828,3018
1729812174.84316,2989
1729812174.859474,2984
1729812174.8679452,2995
1729812174.8760211,4235
1729812174.8842726,2976
1729812174.8923595,3084
1729812174.9088767,4928
1729812174.9183273,2995
1729812174.9268098,3116
1729812174.9351566,3009
1729812174.9432645,3018
1729812174.959469,2989
1729812174.9680157,2998
1729812174.9764879,3207
1729812174.9848711,3055
1729812174.9929433,2980
1729812175.0094001,3635
1729812175.0183704,2969
1729812175.0270746,2991
1729812175.035079,2983
1729812175.0435712,3035
1729812175.0596023,2972
1729812175.0680175,3029
1729812175.0765293,3003
1729812175.084647,3002
1729812175.0930905,2998
1729812175.109699,3011
1729812175.118281,3893
1729812175.1263666,2997
1729812175.1348813,2984
1729812175.14296,3010
1729812175.1592808,2990
1729812175.167784,3042
1729812175.1762354,2990
1729812175.1848435,3422
1729812175.1929157,2988
1729812175.2092278,3081
1729812175.2181783,3011
1729812175.2268791,3042
1729812175.234875,3010
1729812175.2434628,3019
1729812175.2595146,3006
1729812175.2680888,3019
1729812175.276593,2984
1729812175.2846456,3018
1729812175.2926674,3054
1729812175.3089414,2988
1729812175.318304,3065
1729812175.326542,2993
1729812175.3346152,2983
1729812175.3426266,3032
1729812175.3590195,2993
1729812175.367548,2987
1729812175.3760571,3001
1729812175.3841329,2984
1729812175.400096,2988
1729812175.4085479,2976
1729812175.418534,3001
1729812175.4271061,3335
1729812175.4351037,3234
1729812175.4435937,3729
1729812175.4596527,2964
1729812175.4681132,2979
1729812175.4767053,2997
1729812175.4847074,2940
1729812175.4931874,3034
1729812175.5096629,3084
1729812175.5186749,3118
1729812175.5271666,2987
1729812175.535215,2996
1729812175.543723,3019
1729812175.5517626,3041
1729812175.5689704,3008
1729812175.5722177,2984
1729812175.5885463,3032
1729812175.5966094,2977
1729812175.6048687,3001
1729812175.6129332,3009
1729812175.6292753,3000
1729812175.6375322,2991
1729812175.6460836,2987
1729812175.6543937,2995
1729812175.6624768,3001
1729812175.679617,2996
1729812175.688038,2986
1729812175.6965256,2989
1729812175.704521,4710
1729812175.7128873,3044
1729812175.7299547,3055
1729812175.738949,3098
1729812175.7476053,3004
1729812175.75597,2992
1729812175.7640443,3017
1729812175.7800045,2996
1729812175.787973,3122
1729812175.796383,3020
1729812175.8044443,4753
1729812175.812963,3008
1729812175.8294506,2983
1729812175.8375134,2988
1729812175.845525,2991
1729812175.853483,3000
1729812175.8619487,2992
1729812175.8784974,2998
1729812175.8865325,3004
1729812175.89495,2969
1729812175.9030015,3005
1729812175.919016,2989
1729812175.9275026,2998
1729812175.9356065,2992
1729812175.9435744,2981
1729812175.9599535,2997
1729812175.9683497,2990
1729812175.9768548,2970
1729812175.9849217,2990
1729812175.993391,3008
1729812176.0015497,2974
1729812176.0181882,2983
1729812176.0272825,4180
1729812176.0353436,4256
1729812176.0433679,2999
1729812176.0597568,2980
1729812176.0681913,2979
1729812176.0767212,2974
1729812176.0847309,3000
1729812176.093224,3001
1729812176.1097233,3012
1729812176.1182215,2993
1729812176.1277633,2987
1729812176.1358695,2979
1729812176.144129,2978
1729812176.1601229,3131
1729812176.168375,3015
1729812176.1768415,3001
1729812176.1851346,3016
1729812176.19361,2980
1729812176.2096853,4725
1729812176.218176,2991
1729812176.2282066,4504
1729812176.2362888,2942
1729812176.2474644,2989
1729812176.2596133,3001
1729812176.2676873,3015
1729812176.276039,2984
1729812176.2845507,2981
1729812176.292627,3065
1729812176.3089418,2994
1729812176.3175519,3013
1729812176.3256307,2981
1729812176.3340251,3004
1729812176.3500185,3049
1729812176.358539,3030
1729812176.3669708,3099
1729812176.3754945,2960
1729812176.3914955,5076
1729812176.3997257,2963
1729812176.4085758,2984
1729812176.4170308,2988
1729812176.4255567,3168
1729812176.4336293,2968
1729812176.4498918,2962
1729812176.4585185,3009
1729812176.4669597,3014
1729812176.4754426,2994
1729812176.48388,2995
1729812176.4923322,3016
1729812176.508731,3024
1729812176.5171924,2968
1729812176.5252764,2998
1729812176.5331893,2997
1729812176.5496936,3011
1729812176.5581276,2979
1729812176.5665593,3015
1729812176.579767,2990
1729812176.5821168,2979
1729812176.5991485,2967
1729812176.6075385,3008
1729812176.6159692,3010
1729812176.624045,2999
1729812176.632275,2999
1729812176.648842,2998
1729812176.6572177,2988
1729812176.665736,3000
1729812176.681941,4773
1729812176.6821651,3006
